team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
FK Dečić,Dečić,2024/2025,Montenegro,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,76,76,72,1,4,-3,5,2,3,1,0,1,3,0,-3,180,90,0,45,90,30,0,0,0,1,1,0,1,0,1,0,0,0,9,4,5,3,1,2,55,61,48,22,12,10,6,4,2,16,8,8,26,12,14,0,0,0,4,1,3,-4,-1,-3,0,0,0,0,0,0,2,1,1,0,0,0,2.5,2,3,0.5,1,0,2,1,3,2,1,3,0,0,0,2,1,3,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,100,100,50,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,2,1,1,1,0,0,1,1,1,100,50,50,100,0,0,100,100,100,0,0,0,75,0,0,0,50,100,0,50,0,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,4.50,4.00,5.00,1.5,1,2.00,50,50,50,50,50,50,0,0,0.66,1.66,0.00,0.20,1.20,0.00,100,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,50,100,0,50,0,100,0
FC Struga Trim-Lum,Struga,2024/2025,FYR Macedonia,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,77,77,77,3,6,-3,9,3,6,1,2,2,4,-1,-2,60,90,45,30,45,23,0,0,0,2,1,1,0,0,0,0,0,0,5,2,3,6,4,2,58,73,42,25,13,12,12,5,7,13,8,5,29,12,17,0,0,0,4,2,2,-4,-2,-2,0,0,0,0,0,0,2,1,1,0,0,0,4.5,3,6,1.5,1,2,3,2,4,2,2,2,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,50,50,50,100,100,100,0,0,0,100,100,100,100,100,100,0,0,0,50,50,50,0,0,0,100,100,100,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,100,100,0,100,100,0,100,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,2.50,2.00,3.00,3,4,2.00,50,50,50,50,50,0,0,0,1.68,1.87,1.48,1.40,1.24,1.56,100,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,100,100,100,0
CS Petrocub Hînceşti,Petrocub,2024/2025,Moldova,4,2,2,0,1,1,0,2,1,1,1,0,1,1.25,2,0.5,0,78,78,51,2,2,0,4,3,1,2,0,1,1,1,-1,180,90,0,180,180,180,2,1,1,1,1,0,2,0,2,2,2,0,14,7,7,13,4,9,48,43,53,37,19,18,16,5,11,21,14,7,65,35,30,1,1,0,1,0,1,0,1,-1,1,1,0,2,1,1,1,0,1,1.25,2,0.5,1,1.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0,0.25,0,0.5,3,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,4,4,4,4,0,1,2,2,2,2,1,2,2,2,2,2,75,25,0,0,0,0,100,50,0,0,0,0,50,0,0,0,0,0,25,75,100,100,100,100,0,50,100,100,100,100,50,100,100,100,100,100,2,0,0,1,0,0,1,0,0,50,0,0,50,0,0,50,0,0,25,50,0,0,50,50,50,25,50,0,50,0,100,50,100,0,3,2,1,75,100,50,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,50,50,50,25,0,50,3.50,3.50,3.50,3.25,2,4.50,75,25,25,0,0,0,0,0,1.28,1.19,1.37,1.54,1.95,1.13,25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,50,50,50,25,0,50,0
KF Ballkani,Ballkani,2024/2025,Kosovo,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,79,79,58,3,3,0,6,3,3,1,2,2,1,-1,1,60,90,45,60,45,90,0,0,0,2,1,1,0,0,0,0,0,0,5,2,3,10,6,4,55,54,55,23,14,9,11,6,5,12,8,4,20,12,8,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,3,3,3,1.5,1,2,1.5,2,1,1,0,2,0.5,0,1,0.5,0,1,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,50,0,100,-33,0,0,0,100,100,100,0,0,0,0,0,0,1,1,0,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,100,100,100,0,0,0,2.50,2.00,3.00,5,6,4.00,100,100,100,0,0,0,0,0,1.62,1.93,1.31,1.98,2.53,1.43,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,50,100,0,0
SS Virtus,Virtus,2024/2025,San Marino,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,80,80,81,1,11,-10,12,8,4,1,0,7,4,-6,-4,180,90,0,16,13,23,0,0,0,1,1,0,1,0,1,0,0,0,4,4,0,3,2,1,30,30,30,9,6,3,2,2,0,7,4,3,19,10,9,0,0,0,8,5,3,-8,-5,-3,0,0,0,0,0,0,2,1,1,0,0,0,6,8,4,0.5,1,0,5.5,7,4,4,5,3,0,0,0,4,5,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,100,100,2,2,2,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,0,0,0,37,0,0,0,50,100,0,50,0,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,2.00,4.00,0.00,1.5,2,1.00,100,50,0,0,0,0,0,0,0.63,0.80,0.45,2.37,2.25,2.48,350,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,1,2,0,0,0,0,100,100,100,0
FC Midtjylland,Midtjylland,2024/2025,Denmark,6,3,3,0,3,2,1,2,1,1,1,0,1,1.83,2.33,1.33,0,55,55,29,10,5,5,15,5,10,4,6,1,4,3,2,54,68,45,108,273,68,3,2,1,3,1,2,0,0,0,3,2,1,40,21,19,6,2,4,53,54,51,81,39,42,42,18,24,39,21,18,77,37,40,4,1,3,2,0,2,2,1,1,2,1,1,3,2,1,1,0,1,1.5,1.67,1.33,2.5,1.67,3.33,1.67,1.33,2,0.83,0.33,1.33,1,0.33,1.67,0.67,0.33,1,0.33,0,0.67,6,5,2,1,1,0,3,2,0,0,0,0,3,3,2,1,1,0,0,1,4,5,5,6,0,1,3,3,3,3,0,0,1,2,2,3,100,83,33,17,17,0,100,67,0,0,0,0,100,100,67,33,33,0,0,17,67,83,83,100,0,33,100,100,100,100,0,0,33,67,67,100,4,2,0,1,0,0,3,2,0,67,33,0,33,0,0,100,67,0,50,67,33,20,50,67,33,50,33,67,0,0,0,50,67,33,4,3,1,67,100,33,3,2,1,50,67,33,1,0,1,17,0,33,33,33,33,50,67,33,17,0,33,6.67,7.00,6.33,1,0.67,1.33,100,100,100,83,83,50,50,33,1.72,1.63,1.81,1.50,1.25,1.75,67,0,2,1,0,3,0,2,2,0,0,1,0,1,0,1,0,0,2,33,33,33,17,0,33,17
SSA Jagiellonia Białystok,Jagiellonia Białystok,2024/2025,Poland,4,2,2,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,0,61,61,46,8,6,2,14,5,9,3,5,2,4,1,1,45,60,36,60,90,45,1,0,1,2,1,1,1,1,0,3,1,2,14,10,4,5,2,3,39,30,49,53,34,19,21,13,8,32,21,11,39,16,23,5,1,4,2,0,2,3,1,2,2,1,1,1,1,0,1,0,1,1.75,2,1.5,3.5,2.5,4.5,2,1.5,2.5,1.5,1,2,1.75,0.5,3,1.25,0.5,2,0.5,0,1,4,3,3,3,1,0,2,1,1,1,0,0,2,2,2,2,1,0,0,1,1,1,3,4,0,1,1,1,2,2,0,0,0,0,1,2,100,75,75,75,25,0,100,50,50,50,0,0,100,100,100,100,50,0,0,25,25,25,75,100,0,50,50,50,100,100,0,0,0,0,50,100,3,2,2,1,0,0,2,2,2,75,50,50,50,0,0,100,100,100,50,50,50,4,25,0,50,50,50,50,25,50,0,75,50,100,3,2,1,75,100,50,1,1,0,25,50,0,1,0,1,25,0,50,50,50,50,25,50,0,25,0,50,3.50,5.00,2.00,1.25,1,1.50,75,50,50,0,0,0,0,0,1.66,2.01,1.30,1.45,1.36,1.54,100,1,2,2,0,0,0,1,1,1,0,0,0,2,0,2,1,0,1,0,0,0,50,50,50,0
Qarabağ Ağdam FK,Qarabağ,2024/2025,Azerbaijan,6,3,3,0,3,1,2,0,0,0,3,2,1,1.5,1,2,0,12,12,34,15,9,6,24,10,14,6,9,4,5,2,4,36,45,30,60,68,54,2,1,1,2,1,1,2,1,1,3,1,2,50,34,16,12,5,7,61,62,60,101,58,43,44,22,22,57,36,21,73,28,45,7,3,4,4,1,3,3,2,1,3,1,2,1,1,0,2,1,1,1.67,1.33,2,4,3.33,4.67,2.5,2,3,1.5,1.33,1.67,1.83,1.33,2.33,1.17,1,1.33,0.67,0.33,1,6,6,4,2,2,1,3,3,2,1,1,0,3,3,2,1,1,1,0,0,2,4,4,5,0,0,1,2,2,3,0,0,1,2,2,2,100,100,67,33,33,17,100,100,67,33,33,0,100,100,67,33,33,33,0,0,33,67,67,83,0,0,33,67,67,100,0,0,33,67,67,67,5,2,2,2,1,1,3,1,1,83,33,33,67,33,33,100,33,33,50,33,67,-5,33,33,33,33,33,33,33,33,33,50,33,67,3,2,1,50,67,33,3,2,1,50,67,33,1,0,1,17,0,33,50,33,67,17,33,0,33,33,33,8.33,11.33,5.33,2,1.67,2.33,83,83,83,67,50,33,33,33,2.15,2.39,1.90,1.23,1.04,1.42,83,1,1,0,1,4,0,2,2,0,0,1,2,1,0,2,0,2,1,0,0,0,50,67,33,33
AC Sparta Praha,Sparta Praha,2024/2025,Czech Republic,14,7,7,0,6,3,3,2,1,1,6,3,3,1.43,1.43,1.43,31,17,17,3,21,26,-5,47,23,24,11,10,12,14,-1,-4,60,57,63,48,53,45,4,2,2,6,3,3,4,2,2,6,3,3,49,28,21,29,13,16,40,43,37,143,66,77,67,31,36,76,35,41,158,85,73,11,4,7,11,5,6,0,-1,1,5,2,3,3,2,1,6,3,3,1.29,1.14,1.43,3.36,3.29,3.43,1.5,1.57,1.43,1.86,1.71,2,1.57,1.29,1.86,0.79,0.57,1,0.79,0.71,0.86,14,13,7,5,5,3,7,6,4,2,2,2,7,7,3,3,3,1,0,1,7,9,9,11,0,1,3,5,5,5,0,0,4,4,4,6,100,93,50,36,36,21,100,86,57,29,29,29,100,100,43,43,43,14,0,7,50,64,64,79,0,14,43,71,71,71,0,0,57,57,57,86,12,6,3,5,3,1,7,3,2,86,43,21,71,43,14,100,43,29,43,43,43,7,29,29,29,43,43,43,29,29,29,43,43,43,6,3,3,43,43,43,7,5,2,50,71,29,3,1,2,21,14,29,36,29,43,21,29,14,43,43,43,3.50,4.00,3.00,2.07,1.86,2.29,79,71,50,43,21,21,7,0,1.31,1.22,1.41,1.74,1.39,2.09,79,1,1,3,3,4,1,2,3,3,4,2,1,3,2,3,6,1,4,14,14,14,43,43,43,0
Ferencvárosi TC,Ferencváros,2024/2025,Hungary,4,2,2,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,0,31,31,38,8,4,4,12,7,5,6,2,1,3,5,-1,45,30,90,90,180,60,1,1,0,2,1,1,1,0,1,3,2,1,20,9,11,11,7,4,59,58,60,46,28,18,25,19,6,21,9,12,54,24,30,5,4,1,1,0,1,4,4,0,3,2,1,0,0,0,1,0,1,2.25,3,1.5,3,3.5,2.5,2,3,1,1,0.5,1.5,1.5,2,1,1.25,2,0.5,0.25,0,0.5,4,4,2,1,1,0,2,2,1,1,1,0,2,2,1,0,0,0,0,0,2,3,3,4,0,0,1,1,1,2,0,0,1,2,2,2,100,100,50,25,25,0,100,100,50,50,50,0,100,100,50,0,0,0,0,0,50,75,75,100,0,0,50,50,50,100,0,0,50,100,100,100,4,1,1,2,1,1,2,0,0,100,25,25,100,50,50,100,0,0,50,50,50,50,25,50,0,50,50,50,25,0,50,75,100,50,3,2,1,75,100,50,1,0,1,25,0,50,0,0,0,0,0,0,75,100,50,0,0,0,25,0,50,5.00,4.50,5.50,2.75,3.5,2.00,50,50,50,50,50,25,25,25,1.57,1.96,1.18,1.14,1.09,1.19,75,0,2,2,0,1,1,2,0,0,0,1,0,0,1,0,1,0,1,25,50,0,25,0,50,0
Maccabi Tel Aviv FC,Maccabi Tel Aviv,2024/2025,Israel,2,1,1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,0,56,56,67,1,2,-1,3,1,2,0,1,1,1,-1,0,180,0,90,90,90,90,0,0,0,1,0,1,1,1,0,1,0,1,4,3,1,6,2,4,45,50,39,10,5,5,4,2,2,6,3,3,31,19,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1.5,1,2,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,100,50,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,50,100,100,100,100,0,100,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,50,0,100,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,2.00,3.00,1.00,3,2,4.00,0,0,0,0,0,0,0,0,0.89,0.98,0.79,1.68,1.42,1.94,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50,0,100,50,100,0,0
PAOK Thessaloniki FC,PAOK,2024/2025,Greece,4,2,2,0,2,1,1,1,0,1,1,1,0,1.75,1.5,2,0,27,27,41,9,8,1,17,12,5,6,3,6,2,0,1,40,30,60,45,30,90,1,0,1,3,2,1,0,0,0,2,1,1,22,11,11,10,5,5,43,38,49,37,25,12,22,16,6,15,9,6,49,28,21,7,5,2,5,4,1,2,1,1,2,1,1,2,1,1,0,0,0,2,2,2,4.25,6,2.5,2.25,3,1.5,2,3,1,3,4.5,1.5,1.75,2.5,1,1.25,2,0.5,4,3,3,3,2,1,2,2,2,2,2,1,2,1,1,1,0,0,0,1,1,1,2,3,0,0,0,0,0,1,0,1,1,1,2,2,100,75,75,75,50,25,100,100,100,100,100,50,100,50,50,50,0,0,0,25,25,25,50,75,0,0,0,0,0,50,0,50,50,50,100,100,4,3,2,2,2,2,2,1,0,100,75,50,100,100,100,100,50,0,50,50,50,-9,25,0,50,75,100,50,0,0,0,50,50,50,1,0,1,25,0,50,0,0,0,0,0,0,3,2,1,75,100,50,50,50,50,50,50,50,0,0,0,5.50,5.50,5.50,2.5,2.5,2.50,100,75,75,50,25,25,25,25,1.51,2.07,0.95,1.52,1.73,1.30,75,0,1,2,1,3,1,0,1,0,1,0,2,0,2,0,1,0,1,25,0,50,25,50,0,0
APOEL FC,APOEL,2024/2025,Cyprus,4,2,2,0,1,1,0,2,1,1,1,0,1,1.25,2,0.5,0,35,35,52,2,3,-1,5,1,4,1,1,0,3,1,-2,180,180,180,120,0,60,2,2,0,1,0,1,2,1,1,1,1,0,17,11,6,11,5,6,53,57,50,50,29,21,23,11,12,27,18,9,48,23,25,1,1,0,0,0,0,1,1,0,1,1,0,3,1,2,0,0,0,1.5,2,1,1.25,0.5,2,0.5,0.5,0.5,0.75,0,1.5,0.25,0.5,0,0.25,0.5,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,2,4,4,4,4,1,2,2,2,2,2,0,0,2,2,2,2,75,50,0,0,0,0,50,0,0,0,0,0,100,100,0,0,0,0,25,50,100,100,100,100,50,100,100,100,100,100,0,0,100,100,100,100,1,0,0,1,0,0,0,0,0,25,0,0,50,0,0,0,0,0,25,50,0,50,50,100,0,25,0,50,50,50,50,25,50,0,4,2,2,100,100,100,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,75,50,100,0,0,0,4.25,5.50,3.00,2.75,2.5,3.00,50,50,25,0,0,0,0,0,1.67,1.88,1.47,1.35,1.28,1.43,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,50,50,50,25,0,50,0
FK Bodo - Glimt,FK Bodo - Glimt,2024/2025,Norway,6,3,3,0,5,3,2,0,0,0,1,0,1,2.5,3,2,0,40,40,19,14,5,9,19,12,7,10,4,2,3,8,1,39,27,68,108,134,90,2,1,1,3,2,1,1,0,1,3,2,1,29,19,10,5,3,2,69,70,68,62,43,19,32,21,11,30,22,8,72,36,36,6,5,1,3,1,2,3,4,-1,2,2,0,3,1,2,1,0,1,1.5,2.33,0.67,3.17,4,2.33,2.33,3.33,1.33,0.83,0.67,1,1.5,2,1,1,1.67,0.33,0.5,0.33,0.67,6,5,4,3,1,0,3,3,3,2,1,0,3,2,1,1,0,0,0,1,2,3,5,6,0,0,0,1,2,3,0,1,2,2,3,3,100,83,67,50,17,0,100,100,100,67,33,0,100,67,33,33,0,0,0,17,33,50,83,100,0,0,0,33,67,100,0,33,67,67,100,100,4,3,2,2,2,2,2,1,0,67,50,33,67,67,67,67,33,0,83,100,67,31,33,33,33,50,67,33,17,0,33,50,67,33,3,2,1,50,67,33,3,1,2,50,33,67,2,1,1,33,33,33,33,67,0,50,33,67,17,0,33,4.83,6.33,3.33,0.83,1,0.67,67,67,67,33,33,17,0,0,1.52,1.98,1.06,1.13,0.89,1.37,67,1,1,0,4,0,3,2,1,2,1,1,1,0,0,1,0,1,0,0,0,0,17,0,33,0
Malmö FF,Malmö FF,2024/2025,Sweden,6,3,3,0,2,1,1,1,1,0,3,1,2,1.17,1.33,1,0,51,51,44,12,13,-1,25,11,14,6,6,5,8,1,-2,45,45,45,41,54,34,0,0,0,4,2,2,2,1,1,3,2,1,40,26,14,14,6,8,60,59,62,80,40,40,32,15,17,48,25,23,62,23,39,7,4,3,6,2,4,1,2,-1,1,1,0,3,1,2,2,1,1,1,1.33,0.67,4.17,3.67,4.67,2,2,2,2.17,1.67,2.67,2.17,2,2.33,1.17,1.33,1,1,0.67,1.33,6,6,4,4,3,1,3,3,2,2,1,0,3,3,2,2,2,1,0,0,2,2,3,5,0,0,1,1,2,3,0,0,1,1,1,2,100,100,67,67,50,17,100,100,67,67,33,0,100,100,67,67,67,33,0,0,33,33,50,83,0,0,33,33,67,100,0,0,33,33,33,67,5,4,2,3,2,1,2,2,1,83,67,33,100,67,33,67,67,33,33,33,33,12,0,0,0,67,67,67,33,33,33,50,67,33,2,1,1,33,33,33,2,1,1,33,33,33,3,1,2,50,33,67,17,33,0,50,33,67,33,33,33,6.67,8.67,4.67,2.33,2,2.67,83,50,33,33,33,33,33,33,1.71,1.65,1.77,1.32,1.02,1.63,83,1,1,2,1,2,1,1,0,2,1,0,2,0,3,0,1,3,3,17,33,0,50,33,67,17
FC Salzburg,Salzburg,2024/2025,Austria,12,6,6,0,3,1,2,2,1,1,7,4,3,0.92,0.67,1.17,34,24,24,32,13,32,-19,45,19,26,4,9,15,17,-11,-8,83,134,60,34,36,32,1,0,1,6,3,3,5,3,2,5,2,3,47,28,19,25,16,9,47,48,47,103,52,51,50,23,27,53,29,24,138,64,74,6,2,4,14,6,8,-8,-4,-4,4,1,3,2,2,0,6,3,3,1.17,0.83,1.5,3.75,3.17,4.33,1.08,0.67,1.5,2.67,2.5,2.83,1.67,1.33,2,0.5,0.33,0.67,1.17,1,1.33,12,12,9,6,4,2,6,6,4,2,1,0,6,6,5,4,3,2,0,0,3,6,8,10,0,0,2,4,5,6,0,0,1,2,3,4,100,100,75,50,33,17,100,100,67,33,17,0,100,100,83,67,50,33,0,0,25,50,67,83,0,0,33,67,83,100,0,0,17,33,50,67,11,6,3,5,2,1,6,4,2,92,50,25,83,33,17,100,67,33,25,17,33,-16,8,0,17,50,50,50,42,50,33,42,33,50,4,2,2,33,33,33,7,4,3,58,67,50,2,1,1,17,17,17,33,17,50,17,33,0,50,50,50,3.92,4.67,3.17,2.08,2.67,1.50,75,57,57,33,33,25,17,8,1.23,1.34,1.14,1.71,1.57,1.82,83,0,2,2,1,3,1,0,0,4,3,2,5,1,5,2,5,4,5,17,17,17,58,67,50,8
FC Twente,Twente,2024/2025,Netherlands,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,42,42,69,4,5,-1,9,6,3,3,1,3,2,0,-1,45,30,90,36,30,45,0,0,0,2,1,1,0,0,0,0,0,0,9,7,2,4,4,0,43,51,34,19,14,5,10,6,4,9,8,1,27,14,13,1,1,0,3,2,1,-2,-1,-1,0,0,0,0,0,0,2,1,1,0,0,0,4.5,6,3,2,3,1,2.5,3,2,2,3,1,0.5,1,0,1.5,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,100,100,100,2,1,1,1,1,1,1,0,0,100,50,50,100,100,100,100,0,0,0,0,0,15,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,0,0,0,100,100,100,4.50,7.00,2.00,2,4,0.00,100,50,50,0,0,0,0,0,1.24,1.69,0.78,1.51,1.28,1.75,150,0,0,0,0,1,0,1,0,2,0,1,1,1,1,0,0,0,1,50,100,0,50,0,100,0
